--IOqc-XgYo_000000.mp4,playing piano
-X2YkS4G4dg_000003.mp4,tap dancing
-cKVrbxrDcU_000024.mp4,air conditioning noise
-ApKgZOHx3o_000158.mp4,people eating crisps
-KpXEoL4rW8_000011.mp4,coyote howling
-RZrKy8WEng_000030.mp4,"engine accelerating, revving, vroom"
-bW55o5ZfEg_000030.mp4,female singing
-JUBdOr8Hes_000030.mp4,playing accordion
-KqXcm-I2zY_000162.mp4,playing tennis
-HLpz_jAcGs_000481.mp4,plastic bottle crushing
--SvivLlKLU_000662.mp4,airplane
-1B4--7U1xY_000002.mp4,"vehicle horn, car horn, honking"
-ArvKFeOHQs_000023.mp4,playing timpani
-gGig7u9o2c_000163.mp4,"playing steel guitar, slide guitar"
-6EzbBAmvjA_000030.mp4,female singing
-7-qu1Ma5T4_000002.mp4,elephant trumpeting
-i25riuPgjc_000030.mp4,child singing
-3-4qmWSJXU_000030.mp4,thunder
-aVOTtH7jZo_000000.mp4,people screaming
-P53lJ1ViWk_000030.mp4,driving buses
-3WQytGKbrA_000028.mp4,playing didgeridoo
-3PdsZqxOwA_000040.mp4,people farting
-hSwZyPPJTc_000075.mp4,fox barking
-bxu7eXtSaE_000094.mp4,lawn mowing
-QYcCxdc5gM_000030.mp4,playing acoustic guitar
-By6I234TSs_000010.mp4,playing synthesizer
-5qzWUgsszA_000540.mp4,fireworks banging
-dGjMmDLqUk_000030.mp4,stream burbling
-kPDH9n0PG4_000310.mp4,"railroad car, train wagon"
-gKy8P-N5aY_000070.mp4,"bird chirping, tweeting"
-R2JRLt3xjc_000585.mp4,playing snare drum
-Ur-eX5Hnww_000030.mp4,playing bass guitar
-H9TUxVr-e8_000227.mp4,"playing steel guitar, slide guitar"
-5VoaeTlokE_000107.mp4,yodelling
-KrDQXnlXRw_000010.mp4,toilet flushing
--SvivLlKLU_000137.mp4,airplane
-lWJgyAa4Tc_000090.mp4,driving motorcycle
-1qyr-IzqKY_000060.mp4,playing accordion
-N0qJZkizOw_000030.mp4,"male speech, man speaking"
-A1o1Egi20c_000060.mp4,church bell ringing
-iF4a6f5PJ8_000060.mp4,pheasant crowing
--PlJNEnf-s_000288.mp4,"bee, wasp, etc. buzzing"
-PN3OIo-oT4_000056.mp4,ambulance siren
-YpovYcGB4I_000012.mp4,cat meowing
-PvlrLjIAYo_000009.mp4,parrot talking
-e2_-npbIQg_000080.mp4,people hiccup
-fuhtk0F6Ww_000002.mp4,elephant trumpeting
-EOHzvnHYPE_000200.mp4,playing trumpet
-aX2jS2mjhw_000001.mp4,footsteps on snow
-hNChOqVjgY_000068.mp4,otter growling
-HmWDdmTAE8_000065.mp4,firing cannon
-DvBRaivb3g_000056.mp4,striking pool
-1KVzbdvkdg_000054.mp4,playing bagpipes
-c-39Bten_E_000821.mp4,playing double bass
-8jIrsdD8CM_000002.mp4,playing djembe
-drfe7nm88k_000030.mp4,playing harp
--Q8wkZvDZE_000150.mp4,people whispering
-1UP2kG24nM_000050.mp4,"rowboat, canoe, kayak rowing"
-Qo6QJo_tJA_000030.mp4,"female speech, woman speaking"
-3tuTtK-PyA_000111.mp4,playing sitar
-ZRub1poH_I_000070.mp4,cat meowing
-VS-TWu5FDI_000003.mp4,dog whimpering
-_f_ClsDxyc_000080.mp4,playing clarinet
-Ls9TLd17DY_000030.mp4,"male speech, man speaking"
-32IrasDuMg_000000.mp4,people sobbing
-PbMtqEwVJg_000979.mp4,lip smacking
-XUtUwhOehU_000065.mp4,cricket chirping
-cGxEhd3A-Y_000042.mp4,people eating apple
-T06kz4MI20_000030.mp4,female singing
-0lrq0dgfnQ_000015.mp4,chimpanzee pant-hooting
-D9HD2eetiQ_000012.mp4,playing harpsichord
-Zy1XMM_6x8_000220.mp4,firing muskets
-ibJ1mubE68_000320.mp4,lions growling
-GAtUjgJpEA_000716.mp4,playing bass drum
-2LovF10IwM_000282.mp4,ice cracking
-i-7UK5k2ws_000124.mp4,gibbon howling
-RO4IF8Qv3c_000369.mp4,playing darts
-2JomCd5zzY_000287.mp4,child singing
-BlHH8Gi9hc_000022.mp4,playing saxophone
-XxzXTUaZug_000077.mp4,running electric fan
-ECRgvDx4xc_000030.mp4,playing banjo
-TuA6o40QhY_000959.mp4,people marching
-M8qt69nljE_000030.mp4,turkey gobbling
-6EMRv8oxXo_000030.mp4,"playing marimba, xylophone"
-SkaeD74V8Y_000030.mp4,helicopter
-HJQVouJd2w_000026.mp4,"pigeon, dove cooing"
-B7_MCn_xQo_000288.mp4,turkey gobbling
-Jcl3FrHFCc_000151.mp4,airplane flyby
-Y1HRPP7-eE_000374.mp4,strike lighter
-TUZB1d9ofA_000231.mp4,airplane
-ktcAshzoec_000064.mp4,cat purring
-NI_CnVFhJ4_000030.mp4,playing bass guitar
-BXq35CKegE_000070.mp4,"playing marimba, xylophone"
-HG3Omg_89c_000030.mp4,"motorboat, speedboat acceleration"
-CCbu3r-1pc_000030.mp4,child singing
-30UVzI7M1Y_000002.mp4,dog whimpering
-TCDqe327us_000030.mp4,"female speech, woman speaking"
-hJ1YTZ5AGI_000030.mp4,male singing
-Tffs838qbA_000219.mp4,people eating noodle
-hHKOH7G7xI_000064.mp4,people booing
-gpG6rf7yaM_000121.mp4,playing theremin
-_vn-EEFmjw_000015.mp4,car engine knocking
-KU3bz04704_000012.mp4,tornado roaring
-OwoOIYsIXY_000170.mp4,playing drum kit
-ag2m3fHOzs_000010.mp4,"bird chirping, tweeting"
-3KiSKjtdXs_000044.mp4,people eating noodle
-XU4IWPlqOA_000460.mp4,"female speech, woman speaking"
-1GJQ3c94jQ_000097.mp4,cat growling
-BOgoqt2eZ0_000233.mp4,playing sitar
-4c4jzE5y_c_000005.mp4,horse neighing
-_ftZ-yvxCI_000105.mp4,people sniggering
--Z4X0SQxBc_000290.mp4,people clapping
-0zIOEW3mM4_000016.mp4,pheasant crowing
-W9ZCx9t_8s_000030.mp4,goose honking
-T9mK2krm2w_000030.mp4,dog bow-wow
-cKVrbxrDcU_000009.mp4,air conditioning noise
-YX_rSjCexE_000414.mp4,people eating noodle
-SPKve6eri0_000000.mp4,machine gun shooting
-NjgcJdUULY_000162.mp4,people eating noodle
-Kc9P729mqM_000030.mp4,female singing
-bzPpAdXkOU_000341.mp4,playing harp
-BmjFZ1xu5Q_000263.mp4,disc scratching
-QLjhPImocQ_000110.mp4,sloshing water
-CvYwNYacwE_000035.mp4,playing cornet
-3YMCZ2AWW0_000030.mp4,waterfall burbling
-ERNqGf249g_000346.mp4,sharpen knife
-Gq9GTPeFow_000020.mp4,car engine knocking
-03N_1zOM4E_000337.mp4,playing table tennis
-UoTV5by38k_000050.mp4,helicopter
-D-CZGmjmYE_000000.mp4,people marching
-LhdkjK8p1c_000030.mp4,playing saxophone
-eIobtpEHOM_000030.mp4,male singing
-KdBaGgzf4w_000070.mp4,airplane flyby
-DVM0BK_h5A_000030.mp4,chainsawing trees
-gVYT75KBOU_000004.mp4,extending ladders
-DrBMUxE9eM_000058.mp4,people screaming
-LAs_jk-2O8_000231.mp4,playing bass drum
--TKJIv9aY4_000210.mp4,ambulance siren
-aYumc8KoXg_000060.mp4,"vehicle horn, car horn, honking"
-5EM5-7njeE_000353.mp4,singing bowl
-b_CaC9S5PY_000012.mp4,playing badminton
-V1FhPpoTSU_000030.mp4,playing bass guitar
-jFSYIHh6zc_000030.mp4,dog whimpering
-VRA-PoenD8_000082.mp4,playing harp
-hChcJAh5N0_000030.mp4,"male speech, man speaking"
-jSirHVQAOk_000369.mp4,scuba diving
-MESuxzl6h0_000000.mp4,playing double bass
-lETtaOHuJQ_000030.mp4,playing clarinet
-ag9OCw9PUM_000030.mp4,"engine accelerating, revving, vroom"
-8RduCMIJG0_000212.mp4,playing tabla
-2PCw_b6c2k_000116.mp4,playing timpani
-g3EEqvvZro_000156.mp4,people slapping
-R7YU8bHwBg_000020.mp4,playing piano
-YF84xCwVFY_000102.mp4,sea waves
-4-rtJzyJ1g_000030.mp4,"male speech, man speaking"
-dDVO4233eM_000152.mp4,dog growling
--R3QLObQ5I_000319.mp4,metronome
-I2wwE7WFOU_000024.mp4,cat meowing
-QtmH0nkTGM_000030.mp4,"engine accelerating, revving, vroom"
-inB65exXFU_000030.mp4,firing cannon
-l-E3kyNcag_000150.mp4,playing french horn
-7fmTe_u85c_000015.mp4,"cattle, bovinae cowbell"
-Q4NcG85xPo_000100.mp4,lathe spinning
-UtXwhu8iyA_000030.mp4,wind rustling leaves
-Ji1q_xJu9Y_000074.mp4,typing on typewriter
-3hbLaC4bSs_000002.mp4,people marching
-NCa3eFLULw_000221.mp4,dinosaurs bellowing
-ZuyYHzG7Sc_000591.mp4,people slurping
-GlZ819IHfE_000071.mp4,chopping food
-2Mt0URu_Xo_000247.mp4,playing table tennis
-C8JU6yTJ40_000008.mp4,penguins braying
-HhLQTm8yTg_000287.mp4,playing tabla
-hFKtlIe2O4_000047.mp4,people booing
-5Zh8Ab4KX4_000006.mp4,"child speech, kid speaking"
-YLfpt9BnCM_000648.mp4,splashing water
-Wx7UjNi3uU_000000.mp4,playing bagpipes
-e21Kzh-dEU_000198.mp4,playing trombone
-ej17LDVOJc_000022.mp4,cat meowing
-Stm1mHROCY_000110.mp4,"female speech, woman speaking"
-Vzs7fglTx4_000279.mp4,skateboarding
-CEfebOUFQo_000435.mp4,people shuffling
-eSomY6i3_A_000030.mp4,"male speech, man speaking"
-YGyhkTItRo_000189.mp4,"subway, metro, underground"
-hdGrmVCYeI_000072.mp4,playing erhu
-2uGOpRwYzc_000002.mp4,playing french horn
-Eh08eOvY7w_000100.mp4,yodelling
-LeUWYpsQaA_000073.mp4,people babbling
-2gf4GmIplE_000120.mp4,playing french horn
-kLMidJxTIk_000069.mp4,playing cymbal
-MbtbcZ2EGA_000030.mp4,skidding
-NT3v_AC1UY_000212.mp4,sharpen knife
-ZwsK36BzcY_000002.mp4,people whistling
-DHzLavApwc_000012.mp4,sliding door
-IirOhWxc98_000030.mp4,skidding
-8TFeaZyPcQ_000074.mp4,airplane flyby
-8p7pwxhob8_000000.mp4,playing harmonica
-e4wXAy1iVo_000000.mp4,playing ukulele
-bphV2LJ19k_000020.mp4,playing glockenspiel
-RNuOefO5-M_000030.mp4,playing cymbal
-PP5Hx17amY_000100.mp4,playing flute
-ArvKFeOHQs_000039.mp4,playing timpani
-0KPtvNQwSU_000188.mp4,playing squash
-1LGZONdjkY_000064.mp4,playing trumpet
-jDBYlm_7b4_000015.mp4,male singing
-ghVFtymYk8_000001.mp4,owl hooting
-BGebo8V4XY_000000.mp4,driving motorcycle
-CS4JTdytGw_000030.mp4,pig oinking
-SUMymLXgrA_000020.mp4,goose honking
-ThiuDnVGMU_000041.mp4,playing harp
-WNKAkNxmUs_000123.mp4,bouncing on trampoline
-C-EGagVRfc_000001.mp4,fire truck siren
-YZ5bDlUlug_000030.mp4,"male speech, man speaking"
-FkTCBKMl_8_000000.mp4,pumping water
-4GGG_1IqE4_000211.mp4,playing bongo
-EMzpd-abxE_000030.mp4,"female speech, woman speaking"
-QYZPKI0R-I_000021.mp4,police car (siren)
-dJIro7WeqQ_000010.mp4,bird wings flapping
-cA9HsnV1ao_000030.mp4,hair dryer drying
-dXIscrWr_c_000090.mp4,cattle mooing
-ZbSjOGb_sA_000210.mp4,"bird chirping, tweeting"
-ikykIPGGFE_000047.mp4,people giggling
-fGFQTGd2nA_000010.mp4,ambulance siren
-T1RU8oThuQ_000030.mp4,skidding
-XnKmrJARpU_000020.mp4,playing harp
-SZIgJCerwI_000008.mp4,"motorboat, speedboat acceleration"
-L0ZAGOuaqg_000042.mp4,firing cannon
-Olo0LxN36c_000340.mp4,people eating noodle
-ORyFN4frM0_000070.mp4,cap gun shooting
-Kx8MpPmRu8_000030.mp4,male singing
-4ObGigN498_000050.mp4,lions growling
-W5PlHBxANI_000086.mp4,"cattle, bovinae cowbell"
-_BH-TPpLWk_000083.mp4,church bell ringing
-YId2vYpp8w_000173.mp4,playing timbales
-BAKe6QGTUk_000030.mp4,playing vibraphone
-4k2KQXBucU_000200.mp4,"race car, auto racing"
-HURo9pIyM0_000083.mp4,people booing
-XCPq6aHhIg_000128.mp4,people battle cry
-C66I4YOr4o_000270.mp4,playing piano
-Tok_g_jgE0_000268.mp4,rope skipping
-QFRFmDqmpg_000039.mp4,playing steelpan
-Aqjx8NLZuU_000070.mp4,wind noise
-UJjKecbIKU_000030.mp4,male singing
-Ne51BFpF9M_000010.mp4,people clapping
-DnZ_ZY3lgA_000160.mp4,playing timpani
-ZobEDvRtD8_000035.mp4,tapping guitar
-cFtW3vHaE8_000229.mp4,lathe spinning
-Dqi6nNtnWI_000060.mp4,playing accordion
-_JM1Bzvc1Y_000059.mp4,people burping
-WMZUwiLsok_000030.mp4,"motorboat, speedboat acceleration"
-AJ-i44WlRc_000273.mp4,people finger snapping
-Zd-ZSnZ3so_000159.mp4,playing banjo
-WwAxd-BBrs_000000.mp4,driving motorcycle
-ZdnG3YWfv0_000010.mp4,playing french horn
-bKaLPl3Uos_000030.mp4,car passing by
-R2JRLt3xjc_000144.mp4,playing snare drum
-LJ7zQtPCd4_000024.mp4,"ice cream truck, ice cream van"
-dKiaWqUJf0_000030.mp4,playing flute
-M8qt69nljE_000059.mp4,turkey gobbling
-OVz2x3K4OY_000030.mp4,people running
-_Ayj06VeIk_000010.mp4,"race car, auto racing"
-XYtqnotn14_000007.mp4,people marching
-ORQcjYFpy0_000000.mp4,dog growling
-GnKRy1-NFo_000150.mp4,chainsawing trees
-DrSYwxg_eM_000030.mp4,waterfall burbling
-LrNmB50-nA_000030.mp4,playing acoustic guitar
-gDle2Yu0GA_000020.mp4,car engine knocking
-JZTO8CDIc4_000114.mp4,cat purring
-N00SskHxS4_000529.mp4,playing bugle
-OXCCrp2Dm8_000014.mp4,car engine starting
-MtYMG8dmq4_000098.mp4,rope skipping
-fz6omiAhZ8_000040.mp4,"vehicle horn, car horn, honking"
-F6GfPwjLWo_000030.mp4,toilet flushing
-k1EpaXLXSQ_000058.mp4,cap gun shooting
-JUhUI_KvUI_000026.mp4,gibbon howling
-NlT-ELVWk0_000081.mp4,child singing
-DXYTmYqglE_000030.mp4,"male speech, man speaking"
-YPVqhA19EU_000030.mp4,people whispering
-Va6UCHNXzs_000250.mp4,wind chime
-V-3H5lOA2k_000030.mp4,lawn mowing
-AltV1ftMk8_000170.mp4,people clapping
-PlQ-d2PplI_000030.mp4,playing electric guitar
-ZT5ozXg1AI_000010.mp4,"race car, auto racing"
-7gEDLZGR_A_000741.mp4,singing bowl
-amYPD7RUYA_000060.mp4,"bee, wasp, etc. buzzing"
-GDboyrJvbY_000010.mp4,train whistling
-gQH2hH9TNc_000281.mp4,playing vibraphone
-D2SxTNIZic_000132.mp4,playing electronic organ
-TPbVw6Qm8M_000003.mp4,elephant trumpeting
-HcXpijfhKk_000250.mp4,singing choir
-32HIdBGdjo_000066.mp4,"vehicle horn, car horn, honking"
--CC5pH97q4_000004.mp4,foghorn
-hH8KE6-1pU_000142.mp4,playing oboe
-QIKyCQAFkQ_000030.mp4,playing acoustic guitar
-5U3hgjXAIE_000030.mp4,singing choir
-cFbJ160-hA_000030.mp4,playing flute
-GzpZMuZd7s_000076.mp4,slot machine
-37X0bRVT0g_000032.mp4,fox barking
-_Oh2h4KoDQ_000153.mp4,playing trombone
-JNQvOgTaG0_000120.mp4,sharpen knife
-JK1_tIi0tI_000297.mp4,playing double bass
-Up5fppwFF0_000000.mp4,hedge trimmer running
-dGkAZOk0UQ_000038.mp4,dog growling
-OKWQGh34kw_000135.mp4,playing bass guitar
-eXjKuJB9ug_000166.mp4,playing harpsichord
-X-YXdnHG1g_000050.mp4,child singing
-azIDjC361w_000030.mp4,"playing marimba, xylophone"
-hzQtnz2GuE_000213.mp4,train horning
-BfXVjsdZV4_000030.mp4,female singing
-CexapzRAPQ_000079.mp4,ferret dooking
-Mk24ZH_zxg_000347.mp4,"alligators, crocodiles hissing"
-kLMidJxTIk_000030.mp4,playing cymbal
-eGRkCigDlo_000232.mp4,playing bassoon
-E-5957s3RU_000030.mp4,playing electric guitar
-Yep0TGjWmc_000140.mp4,"subway, metro, underground"
-1pHg-ZVssE_000030.mp4,female singing
-JqNYOtySQo_000544.mp4,singing bowl
-hedbpc8T0E_000030.mp4,people babbling
-0WfESRV74k_000000.mp4,raining
-8LHHoJnR3c_000037.mp4,civil defense siren
-b_KQILukFU_000030.mp4,child singing
-jSqtRVLiHg_000322.mp4,singing bowl
-bBaZT4tEko_000767.mp4,playing cornet
-SVAxE4CRhA_000145.mp4,train whistling
-OLmAqxvqC0_000160.mp4,machine gun shooting
-SJA7ERoyT4_000024.mp4,playing trombone
-WfBpEg00XM_000437.mp4,people slurping
-ANEfdF_vzE_000122.mp4,"cattle, bovinae cowbell"
-hoCxD2csRI_000030.mp4,waterfall burbling
-d6AgTYFgIE_000030.mp4,playing acoustic guitar
-E7V7enQN88_000030.mp4,people sniggering
-RGUSEnACXc_000242.mp4,playing clarinet
-Iu7PYlNUyI_000136.mp4,typing on typewriter
-LNnU-P2SeQ_000122.mp4,playing washboard
-IBtBeR6B00_000000.mp4,"race car, auto racing"
-hh0fEaKPXM_000030.mp4,"female speech, woman speaking"
-Fyb0KlZxOc_000090.mp4,people cheering
-SlL0NZh51w_000020.mp4,"engine accelerating, revving, vroom"
-YpJ_8VuGIc_000000.mp4,playing bass guitar
-6R3wpks5Jg_000000.mp4,playing ukulele
-0UQF2s0VYI_000000.mp4,horse neighing
-RFnpWg3ETc_000030.mp4,playing trombone
-XykdLVnaZE_000034.mp4,people battle cry
-hWRLlRjetY_000010.mp4,eating with cutlery
-PQLbdILaSU_000180.mp4,arc welding
-HxQ9AoyRmY_000030.mp4,chicken clucking
-8R5UEs-grg_000038.mp4,planing timber
-_1nYnffOkM_000013.mp4,people battle cry
-CGkSDY0mWI_000096.mp4,plastic bottle crushing
-hGa7A7I-SQ_000100.mp4,skidding
-bivUMylF6Q_000320.mp4,"railroad car, train wagon"
-fAVezaAX18_000126.mp4,playing drum kit
-NqBTK7nqUs_000040.mp4,frog croaking
-Lh900sOUwI_000030.mp4,playing electric guitar
-0SQayvXyIQ_000110.mp4,"male speech, man speaking"
-WqFdMzjHWU_000106.mp4,sharpen knife
-dL8Vi7gPWg_000000.mp4,helicopter
-0MDgdtkV0k_000010.mp4,police radio chatter
-aQDI85itmg_000030.mp4,wind noise
-lPXTBXa0tE_000030.mp4,tapping guitar
-UTm_pQcWDA_000040.mp4,playing flute
-1PkCejU5u8_000370.mp4,people crowd
-FO_ycUHLa8_000036.mp4,telephone bell ringing
-BdSCcmJKJk_001035.mp4,lip smacking
-jZav58HEOw_000050.mp4,people coughing
-VTAtBy_jiI_000040.mp4,helicopter
-OsJD76IoWU_000030.mp4,playing cello
-PljzzluWNw_000030.mp4,playing banjo
-Y8sJDoL1YA_000015.mp4,playing gong
-E3mf_Ks2As_000000.mp4,cow lowing
-e-68LOpw8k_000160.mp4,playing accordion
-2xn5g7sfrU_000044.mp4,basketball bounce
-WixpONKM1A_000110.mp4,playing cello
-kn_8vUT0eI_000308.mp4,playing timpani
-9k2Z_hxYpU_000130.mp4,helicopter
-l303vjbvtY_000020.mp4,people sneezing
-1P74acOb3c_000050.mp4,playing banjo
-BtGg42-ZVE_000022.mp4,roller coaster running
-7TdbBZOFC0_000214.mp4,playing synthesizer
-5pcv3sZHEE_000003.mp4,opening or closing car doors
-8jceoAMDoI_000186.mp4,playing harpsichord
-I2aGtZRT9M_000081.mp4,playing tennis
-MuIRudOtxw_000030.mp4,people screaming
-1vr3JMt_tc_000249.mp4,playing trombone
-BFmitXDvaU_000150.mp4,using sewing machines
-i3aS9ygcNM_000030.mp4,playing electric guitar
-QMzUFcZM7w_000030.mp4,playing flute
-2pb2WUxF5Q_000050.mp4,police radio chatter
-kWlE2dkoxc_000170.mp4,vacuum cleaner cleaning floors
-kIcMJrkNKo_000069.mp4,dog whimpering
-I_BmSTd6AA_000002.mp4,skiing
-DvBRaivb3g_000179.mp4,striking pool
-XIeLSecHSk_000584.mp4,playing volleyball
-f15fxSv3uw_000054.mp4,chainsawing trees
-Jk8qvmCfAA_000030.mp4,"railroad car, train wagon"
-QDkHHg5U2s_000120.mp4,driving motorcycle
-_4pavKENfE_000030.mp4,car passing by
-KdBaGgzf4w_000027.mp4,airplane flyby
-XdqpVHyALI_000100.mp4,wood thrush calling
-0u9E3dETG0_000199.mp4,"bee, wasp, etc. buzzing"
-DtbwmWBRyc_000112.mp4,car engine idling
-9ywcjOQsFc_000058.mp4,airplane flyby
-Cr0WQoFQQs_000045.mp4,elk bugling
-8JBa54NFpU_000030.mp4,playing acoustic guitar
-JGpAlLrSD0_000458.mp4,train whistling
-7tYmeOmsRg_000180.mp4,people eating crisps
-_S0oXOlgzA_000030.mp4,playing acoustic guitar
-fU6g_dGmAU_000030.mp4,"vehicle horn, car horn, honking"
-LMCI_EBJvc_000409.mp4,playing harmonica
-UxUAolRV-g_000032.mp4,ambulance siren
-GymV9gkAHE_000100.mp4,train wheels squealing
-2fGMsiNgl8_000052.mp4,bowling impact
-0lrq0dgfnQ_000026.mp4,chimpanzee pant-hooting
-ctJ8Ot7EgU_000018.mp4,cricket chirping
-L_t4Efb6oo_000030.mp4,"female speech, woman speaking"
-VyLmfnIc5Q_000162.mp4,driving snowmobile
-Qowmc0P9ic_000034.mp4,playing bass drum
-3GsMfOpuRM_000145.mp4,tapping guitar
-dNrObuUlgo_000911.mp4,"female speech, woman speaking"
-7-OBu1n4ng_000085.mp4,airplane
-3G6bE5PqIQ_000002.mp4,playing cymbal
-2OrscQ9MKw_000185.mp4,playing lacrosse
-OmCcH-KgPs_000093.mp4,playing mandolin
-7TdbBZOFC0_000048.mp4,playing synthesizer
-X-G_1Mg5Ag_000133.mp4,playing bugle
-gp5kXfvW5I_000340.mp4,chicken crowing
-G08iN_t2QQ_000030.mp4,playing acoustic guitar
-NwBdmVSg1w_000000.mp4,cat hissing
-Cta7QVe1hk_000030.mp4,female singing
-6AOy8GAMpM_000060.mp4,typing on computer keyboard
-2JomCd5zzY_000184.mp4,child singing
-AkYtnUbOVs_000090.mp4,ocean burbling
-2LHurwr5CQ_000095.mp4,"subway, metro, underground"
-ERNqGf249g_000153.mp4,sharpen knife
-7tgLpZ1frk_000094.mp4,beat boxing
-K28XZWiDeo_000030.mp4,"rowboat, canoe, kayak rowing"
-A-xb-P-WxQ_000030.mp4,"playing marimba, xylophone"
-hgY1aUQ8lY_000040.mp4,"railroad car, train wagon"
-3Kv4fdm7Uk_000030.mp4,playing steelpan
-4TJHvjsYrE_000030.mp4,playing flute
-Ka7IP4dd_k_000279.mp4,playing trombone
-6VFTlZsft4_000030.mp4,"male speech, man speaking"
-TvzE29y-9o_000011.mp4,eagle screaming
